"Case","Steady_State","Anode_Out_Flow","Anode_Out_H2_mole_frac","Anode_Out_N2_mole_frac","Anode_Out_H2Ovap_mole_frac","Anode_Out_H2Oliq_mole_frac","Anode_Out_RH","Anode_Out_Temperature","Anode_Out_Dew_Temperature","Anode_In_Pressure","Anode_Lambda","Cathode_Out_Flow","Cathode_Out_O2_mole_frac","Cathode_Out_N2_mole_frac","Cathode_Out_H2Ovap_mole_frac","Cathode_Out_H2Oliq_mole_frac","Cathode_Out_RH","Cathode_Out_Temperature","Cathode_Out_Dew_Temperature","Cathode_In_Pressure","Cathode_Lambda","Coolant_Out_Flow","Coolant_Out_Temperature","Coolant_In_Pressure","Membrane_Humidity","Membrane_Water_Content_Average","Hydrogen_Crossover","Oxygen_Crossover","Nitrogen_Crossover","Water_Crossover","Voltage","Voltage_Loss_Activation","Voltage_Loss_Transport","Voltage_Loss_Ohmic","Electrical_Power","Fuel_Power","Fuel_Efficiency"
62,1.0,1.9857581,0.58020246,0.027715066,0.09601391,0.29606855,1.0000001,68.82577,68.82577,2.1984274,3.4634762,15.763738,0.14598104,0.7117175,0.14230148,8.240302E-14,0.86997503,70.00713,66.404076,1.9301884,4.3213253,63.465492,68.00176,1.6593335,0.738871,7.387691,0.0077408687,0.06137458,0.017932972,1.3964484,399.56546,12.236104,0.08135667,3.2313616,7.9913087,12.342412,0.64749897
63,1.0,1.1016189,0.42015916,0.030884339,0.12762062,0.42133588,1.0000001,68.11672,68.11672,1.3246293,1.813344,10.5771675,0.12172814,0.6889601,0.18931179,0.0,0.982439,69.93984,69.45403,1.6327138,2.9602807,62.311028,67.883385,2.0493767,0.69418275,7.595981,0.004551573,0.036087796,0.014561927,0.585743,390.97662,15.262203,0.12387699,3.8117647,7.8195324,11.9598875,0.65386426
64,1.0,2.090528,0.4647774,0.15215622,0.1689856,0.21408077,0.99999994,68.28811,68.28811,1.3786768,2.6686509,9.185881,0.10894537,0.67213845,0.2189162,0.0,0.94238937,69.86785,68.27822,1.3547907,2.550165,65.89159,68.15569,2.3455124,0.7900248,8.904387,0.004202916,0.033323415,0.010118283,0.7219021,385.97888,19.043808,0.13082443,3.2269025,7.719578,11.91807,0.6477694
65,0.0,1.5092016,0.5307267,0.14060207,0.081772886,0.24689838,1.0000001,57.55126,57.55126,1.673674,2.5345361,5.698772,0.10084204,0.78645813,0.11269982,0.0,0.80686927,63.107964,58.64309,1.6729053,1.9335495,68.05702,64.24117,1.451639,0.520637,4.3046484,0.0036069048,0.028597858,0.00996238,0.9513665,383.96063,24.624346,0.1210693,5.882392,7.6792126,11.846584,0.65082705
66,0.0,1.7373675,0.40001526,0.17170985,0.10456186,0.32371303,1.0000001,64.47439,64.47439,1.625667,1.9811312,6.650525,0.098495126,0.7800059,0.121498995,0.0,0.8575585,68.01952,64.35265,2.0351434,1.8778377,62.048405,67.61462,2.2259479,0.5272122,5.0146003,0.0041515883,0.032916456,0.014502663,0.40444762,389.98157,15.946923,0.13233194,5.306674,7.799631,11.911914,0.6542271
67,0.0,1.8173763,0.51835716,0.010717433,0.085194424,0.385731,1.0000004,56.909172,56.909172,1.2825553,3.0049934,7.6563935,0.11134777,0.7744411,0.114211075,0.0,0.9175457,64.49584,62.66369,2.0063493,2.1637182,63.291084,64.479485,2.090033,0.5850019,6.3696694,0.0037576228,0.029792847,0.015100779,0.62460774,388.407,20.52164,0.13612852,4.9360933,7.7681403,11.864661,0.65333724
68,0.0,1.6751876,0.41340128,0.057844505,0.06310597,0.46564823,1.0000007,57.619316,57.619347,1.5446994,2.162171,6.443332,0.10691117,0.80582553,0.08726328,0.0,0.805465,62.551292,57.935417,2.0936732,1.9891356,75.538635,63.522636,1.4998684,0.5235208,5.172282,0.0038733308,0.030710254,0.014019203,1.082322,388.2489,21.114223,0.11784822,5.657322,7.764978,11.878539,0.6526197
69,1.0,0.93595713,0.47718906,0.048610657,0.11175101,0.36244926,0.99999976,68.47964,68.47964,1.6915152,1.8278918,14.081372,0.1438533,0.7205511,0.13559562,0.0,0.95278627,69.99935,68.690605,2.2104795,3.9582694,65.350494,68.75097,1.6554933,0.6798945,7.0964165,0.0061138906,0.04847485,0.020176956,0.4922009,399.23303,10.409496,0.09242396,3.674402,7.9846606,12.147272,0.6573202
70,0.0,0.8164257,0.28529817,0.0863857,0.032216877,0.59609926,1.0,53.4757,53.4757,1.8709414,1.3649474,7.256496,0.12496702,0.80224526,0.07278772,0.0,0.65222734,60.047844,50.852654,1.5799485,2.3931694,66.958176,61.015068,1.8600757,0.23186316,2.318867,0.0030808295,0.024426796,0.0065087294,1.0073812,376.51697,29.512444,0.10599258,9.887517,7.5303392,11.783486,0.64046174
71,1.0,1.2164326,0.2423172,0.039958254,0.048624303,0.6691002,1.0,64.67089,64.67089,1.7142467,1.4143041,14.017841,0.14331654,0.7159755,0.14070794,0.0,0.65769595,68.91619,59.699028,1.4265665,4.010325,63.081623,66.52575,1.612235,0.4956064,3.7018213,0.004069064,0.03226215,0.00878245,1.0254152,388.4429,18.877928,0.1187756,5.586181,7.768858,11.902016,0.6529284
72,1.0,0.4600761,0.73864543,0.13154386,0.12981072,0.0,0.6485514,64.245964,54.84725,1.2400463,1.8927095,13.63282,0.12961948,0.6637283,0.20665221,0.0,0.73445666,69.42898,62.21856,1.1199911,3.7386224,65.56509,66.13967,2.419732,0.7483976,6.1564193,0.0033021607,0.026181651,0.0077179577,-0.02336946,382.7752,23.343044,0.15567127,3.4471264,7.6555037,11.810033,0.6484693
73,0.0,1.0565751,0.35182637,0.014637508,0.093181126,0.540355,1.0000006,70.6697,70.6697,1.6014304,1.5593745,6.9867887,0.103196196,0.7680209,0.12878287,0.0,0.6622486,71.13067,61.714195,1.7013705,2.0471869,72.56868,70.24917,1.5520197,0.38036427,3.121305,0.004199898,0.033299487,0.012474921,0.80378455,388.79898,13.973123,0.113378994,6.667558,7.7759795,11.917707,0.6519758
74,0.0,1.6143217,0.45539877,0.026345912,0.0632445,0.45501083,1.0000007,58.058617,58.058647,1.599952,2.392494,9.649195,0.13129054,0.77345705,0.09525244,2.1266263E-11,0.7340775,64.29473,57.684166,2.0153127,2.742203,67.04217,64.61004,1.7014643,0.49098617,5.2129374,0.00425096,0.03370434,0.013634331,0.56992257,390.4672,19.00896,0.13006616,5.588318,7.809344,11.923832,0.6533474
75,0.0,1.1083232,0.65814906,0.14383149,0.16937362,0.028645825,0.99999994,67.90533,67.90533,1.6546936,2.5289752,9.670901,0.09286658,0.59279233,0.3143411,0.0,0.97750264,73.040825,72.53933,1.1530699,2.4116435,61.17985,71.53335,1.8891244,0.8858254,10.159366,0.005609003,0.044471774,0.008332605,-0.11943428,385.20285,19.421112,0.18840465,2.587546,7.7040567,12.086716,0.6374241
76,0.0,1.3185933,0.41898474,0.30044547,0.14017901,0.14039077,1.0,62.5382,62.5382,1.4554769,1.8141418,13.228454,0.14853251,0.7524832,0.09898432,0.0,0.71575624,68.44213,61.00457,2.0699203,3.9304767,79.98262,68.38317,1.6292797,0.45301086,3.6662161,0.0035727446,0.028327012,0.012726727,0.44663313,392.23218,11.868095,0.089384384,5.609397,7.8446436,11.842487,0.6636028
77,1.0,0.3882953,0.8886373,0.019202724,0.09215995,0.0,0.6612574,65.8959,56.87896,1.9131755,2.6274574,18.59519,0.15231074,0.7103271,0.13736214,0.0,0.90705127,69.3525,66.835686,2.0380268,5.081755,75.590744,67.27941,2.330675,0.86033875,9.212137,0.007579693,0.060096677,0.020651963,-0.023117084,400.278,12.711496,0.110336624,2.614773,8.00556,12.32308,0.6497326
78,0.0,1.030901,0.28412047,0.018272089,0.043021124,0.6545863,1.0,57.214684,57.214684,1.4316877,1.4483337,4.6033893,0.07534083,0.819113,0.10554532,8.503117E-7,0.8469159,63.787407,60.49462,1.9216381,1.5398862,67.49682,63.536736,2.2602203,0.36049262,3.4812517,0.0030563588,0.024232775,0.011284981,0.9223418,379.5567,25.068865,0.14895996,8.388097,7.591134,11.780552,0.6446083
79,0.0,1.5299704,0.54495555,0.06620072,0.13541351,0.25343025,0.9999998,62.981743,62.981743,1.3005861,2.6996593,7.384364,0.09963732,0.76758856,0.13277413,0.0,0.906899,65.74819,63.56292,1.8068448,2.082114,77.662704,66.27865,2.6032863,0.63331175,6.532099,0.0037979265,0.0301124,0.014627853,-0.18451943,387.45682,19.256035,0.16854455,4.6628804,7.7491364,11.869495,0.6513624
80,0.0,1.6793339,0.3038541,0.028971799,0.02058874,0.64658535,1.0,50.819572,50.819572,2.219257,1.8008682,11.07644,0.14583243,0.7819905,0.07217703,2.2990903E-14,0.8181827,56.93679,52.71563,2.0352266,3.3462846,75.48943,58.886284,1.6363529,0.41601864,4.257073,0.004385105,0.03476793,0.010029156,1.458818,386.5624,27.011148,0.10520521,6.8041873,7.731248,11.939921,0.64743114
81,0.0,1.6773105,0.5434528,0.025752895,0.05615876,0.37463552,1.0000004,58.58593,58.58596,2.1078715,2.9355898,4.6733513,0.0855803,0.78936106,0.12505862,0.0,0.866341,64.70388,61.705864,1.7626356,1.6944666,66.60375,64.80782,2.3413246,0.60958374,6.2643166,0.005557615,0.04406434,0.013165583,1.6295873,387.0858,24.175205,0.113318734,5.237969,7.7417154,12.080552,0.6412977
82,1.0,1.0954357,0.69809276,0.10051583,0.2013914,0.0,0.9637904,67.38528,66.475945,1.3621377,2.8263683,20.917202,0.12699765,0.5907418,0.2822605,0.0,0.9202782,69.797356,67.603264,1.0692186,5.15612,60.60474,68.001335,1.599952,0.9743278,12.9110565,0.005088461,0.04034459,0.008123471,0.19820699,383.2341,23.37341,0.15738267,1.8736656,7.664682,12.024282,0.6375192
83,1.0,0.6130128,0.8673451,0.042012334,0.090642564,0.0,0.5877884,68.16778,56.286613,1.8994993,3.3159728,8.630082,0.09799223,0.65003276,0.25197503,0.0,0.9342034,69.63741,67.83709,1.161823,2.2971065,72.9847,68.55212,2.0232146,0.8262623,8.740206,0.006361749,0.050440032,0.010062748,-0.12032465,385.67975,23.01018,0.18947074,3.2167568,7.713595,12.177,0.63349175
84,0.0,1.535304,0.5279422,0.16201445,0.122502565,0.18754081,0.99999976,73.17779,73.17779,2.404059,2.3781855,3.214866,0.051955044,0.75053215,0.1975128,1.1195207E-9,0.909545,72.78423,70.79092,1.6584197,1.4069566,73.234344,71.53838,1.4709705,0.6585875,6.4408946,0.0069893654,0.055416178,0.0129493615,1.3614578,389.02695,17.163454,0.17403017,4.0600505,7.780539,12.252276,0.6351622
85,1.0,0.16205868,0.84804076,0.08381129,0.068147965,0.0,0.4533796,70.44796,52.79113,2.1272938,1.5717248,18.39008,0.15113126,0.7067229,0.14214583,0.0,0.8818826,69.527916,66.30892,1.9294637,5.0363398,62.331757,65.65319,1.6664177,0.78734505,7.180581,0.007106025,0.05634113,0.01719952,-0.15792505,399.33902,14.062033,0.12131696,3.136482,7.9867806,12.266269,0.65124094
86,1.0,1.4084623,0.6147266,0.036271658,0.11108032,0.2379214,1.0,68.56606,68.56606,2.0382648,2.9980276,10.153017,0.11798323,0.69037277,0.19164403,0.0,0.94977236,69.73278,68.35366,1.5488269,2.780059,77.212395,68.452965,1.6085287,0.7664866,8.408159,0.0070755025,0.056099128,0.014019322,0.7863439,393.33017,16.652754,0.12092465,3.368858,7.8666034,12.262608,0.6415468
87,1.0,0.9310166,0.5940276,0.27866772,0.123194456,0.004110266,1.0,61.59722,61.59722,1.7623347,1.9783432,12.797079,0.13211684,0.6909878,0.1768953,0.0,0.9198121,71.07543,69.201256,1.733509,3.5268505,76.35708,70.36437,2.1410916,0.82095003,8.580575,0.005505998,0.04365509,0.012524355,0.046313792,395.1733,12.31156,0.11163042,2.9036233,7.903466,12.074362,0.65454835
88,0.0,1.7317401,0.69706047,0.057190478,0.08100605,0.16474302,0.99999994,51.725517,51.725517,1.422811,4.1558867,11.527767,0.14555952,0.76420146,0.09023902,0.0,0.87789583,58.51226,55.485435,1.8562068,3.5067997,70.520004,61.22512,1.7181927,0.7523793,8.032335,0.004035223,0.031993836,0.01269169,0.6368659,388.02606,25.753273,0.11999274,3.7937365,7.7605214,11.897957,0.65049356
89,1.0,0.20583689,0.72357404,0.13273561,0.14369035,0.0,0.6557236,66.01168,56.797935,1.2267491,1.3562535,11.4282055,0.11787675,0.6534156,0.22870764,0.0,0.9319802,69.23611,67.402214,1.2613227,3.0867338,76.867355,67.148186,2.0309856,0.90102553,10.36829,0.0043124915,0.0341922,0.011157923,-0.05876291,385.13757,21.916813,0.16384153,2.3988175,7.7027516,11.931212,0.6457939
90,0.0,1.2073885,0.36023176,0.11720069,0.08328809,0.43927947,1.0000005,63.892754,63.892754,1.6414545,1.5927883,6.234194,0.09852677,0.79681385,0.10465941,0.0,0.77618766,67.81057,62.09548,2.1409614,1.8613739,61.55844,67.32809,1.4354651,0.50661796,4.7577114,0.0042845695,0.033970818,0.015566411,0.4931856,390.7327,15.798552,0.13104026,5.597727,7.814654,11.927863,0.6545682
91,1.0,0.45213503,0.8050642,0.07350355,0.12143226,0.0,0.6475178,65.533226,56.049828,1.4015979,2.1996534,9.123028,0.094545834,0.61282444,0.29262972,0.0,0.9752965,69.36504,68.69579,1.0394808,2.3726015,73.81088,67.13735,2.6314657,0.8642056,9.508152,0.0045220396,0.03585363,0.008389142,-0.35811806,379.93198,26.828444,0.20315331,2.850473,7.598639,11.956346,0.63573647
92,0.0,2.5589025,0.5196632,0.050882533,0.067614794,0.36183947,1.0000001,55.87194,55.87194,1.6068095,3.6443987,12.512777,0.15053587,0.7813678,0.06809637,0.0,0.69367963,60.56768,52.53533,2.1942198,3.583894,79.25647,62.149895,1.7307355,0.48643962,4.8002553,0.003984566,0.031592194,0.013204403,0.89796907,391.47403,19.485683,0.10414061,5.8430552,7.8294806,11.891881,0.6575545
93,0.0,0.7759456,0.75131357,0.033659212,0.13032219,0.084705025,1.0,71.55129,71.55129,2.4082792,2.769335,5.687034,0.08869421,0.7396987,0.17160709,0.0,0.8542799,73.67159,70.33102,1.8609269,1.7816589,75.92157,72.23592,2.405042,0.62928283,5.970496,0.0080448035,0.06378437,0.018458392,0.8302403,395.80252,12.023107,0.12061919,4.181361,7.9160504,12.378866,0.641051
94,0.0,3.0594764,0.27499434,0.15590897,0.05808479,0.5110119,1.0000007,56.070366,56.070396,1.4409922,2.1657631,9.900433,0.13430563,0.77362514,0.09206922,2.9859042E-11,0.73869455,64.31252,57.857567,1.9941338,2.8549767,60.62565,64.13003,2.0694778,0.4175587,4.060227,0.0031881721,0.025277875,0.01096955,1.3395071,386.34985,19.757198,0.094015524,6.249663,7.726997,11.796361,0.6547611
95,0.0,1.2564995,0.5613941,0.009732363,0.118227996,0.31064552,1.0000001,62.498375,62.498375,1.334546,2.4220595,7.949253,0.11497377,0.75679976,0.12822647,0.0,0.7021122,65.39443,57.787468,1.4655946,2.3024137,73.49474,66.06484,1.9603515,0.6986597,6.641585,0.0039670058,0.03145297,0.012147755,0.59311,385.9783,22.38982,0.13775054,3.9763598,7.719566,11.889774,0.6481144
96,0.0,0.55188686,0.26026082,0.11302429,0.06332324,0.5633917,1.0000004,66.29681,66.29684,1.869131,1.139368,7.974864,0.11171932,0.73166585,0.15661484,1.9413528E-11,0.9285535,69.37768,67.44131,1.8177446,2.3223963,65.1723,68.90737,1.3245186,0.52649236,5.371277,0.0051489747,0.040824376,0.012990224,0.28796548,391.1394,15.363021,0.14201736,5.125262,7.8227882,12.03154,0.6500349
97,1.0,0.7249497,0.85018456,0.084293954,0.065521486,0.0,0.43376666,66.11074,48.69628,1.7850124,3.386642,9.428943,0.11005363,0.6714071,0.21853928,0.0,0.81209254,69.53048,64.40905,1.1615503,2.5975244,69.879166,67.53704,2.2927306,0.6714472,5.5366344,0.0047307806,0.03750867,0.008052663,-0.2561272,385.339,22.448488,0.17656852,4.297549,7.7067795,11.981381,0.643384
98,0.0,3.5378802,0.5503251,0.20536712,0.12763356,0.1166742,0.9999997,60.49221,60.49221,1.4451163,4.298114,9.340703,0.13772339,0.772661,0.089615665,0.0,0.7486175,64.498405,58.3872,2.0994205,3.0057564,67.571175,65.4566,2.4914985,0.780577,7.999094,0.00421917,0.033452287,0.015233854,1.3684711,393.1323,16.953648,0.079028875,3.419108,7.862646,11.920019,0.6588505
99,1.0,0.9266999,0.29388183,0.054160908,0.06901415,0.5829431,1.0000001,65.44045,65.44045,1.5751969,1.4246327,11.173078,0.1309857,0.71445596,0.15455835,0.0,0.8814754,69.49966,66.27291,1.7622174,3.1989262,66.95153,66.81652,1.9037896,0.6218176,5.8633475,0.0046811057,0.037114814,0.013771292,0.73725915,392.48187,15.553454,0.12475616,4.224466,7.8496375,11.975424,0.6556193
100,0.0,0.7515265,0.732697,0.009889015,0.07793365,0.17948033,0.9999991,61.737907,61.737907,2.322934,2.722027,7.7214084,0.09877898,0.71400154,0.18721211,7.3720944E-6,0.8411591,65.78472,62.050194,1.2231631,2.1191304,71.068985,66.40484,2.0788767,0.61329794,5.7060766,0.0061670765,0.04889654,0.00928649,0.12798655,384.21088,26.077366,0.17259923,5.0036607,7.6842175,12.153651,0.6316161
101,1.0,1.3079568,0.43954036,0.024974542,0.081559524,0.45392558,0.9999998,70.82903,70.82903,2.1945496,1.9999295,7.777285,0.09290776,0.6641044,0.24298783,0.0,0.91709375,70.36797,68.1874,1.2183577,2.096772,77.38566,69.958824,1.6912342,0.6405888,6.094149,0.006685278,0.053005174,0.010235382,0.9005869,386.9995,20.029997,0.14385533,4.5900393,7.7399898,12.215804,0.6335296
102,0.0,1.3038642,0.30342808,0.019277478,0.07682192,0.6004725,0.9999993,66.46627,66.46627,1.4234805,1.6038979,5.0761943,0.07673228,0.7891448,0.13412294,0.0,0.78454375,69.25396,63.44146,1.7547096,1.5822388,60.972717,68.31991,1.689106,0.4183749,3.7828305,0.0036509766,0.028947286,0.013119889,0.9611259,384.33432,18.094595,0.13653217,6.8007894,7.686686,11.851871,0.64786035
103,1.0,0.8929584,0.49809307,0.113122515,0.08378583,0.30499858,0.99999964,66.72753,66.72753,2.2841492,1.7993134,5.833526,0.06529778,0.65531445,0.27938777,0.0,0.9324913,69.474754,67.63857,1.0360671,1.5981709,64.28856,67.99041,1.7436692,0.6758564,6.654125,0.0060788044,0.048196666,0.00599518,0.31047833,378.29477,28.522303,0.20217931,4.8416266,7.5658956,12.143064,0.62317306
104,1.0,0.83584285,0.5755501,0.31918868,0.10526125,0.0,0.6342772,66.45617,56.461388,1.648036,1.7894078,13.987748,0.12961005,0.66034997,0.21003999,0.0,0.86272216,69.30596,65.59527,1.2796539,3.788158,73.4883,67.731346,2.5949848,0.789477,7.2398014,0.0040740124,0.032301385,0.0060383407,-0.1514749,387.0788,20.012857,0.15349825,3.1288755,7.741576,11.902609,0.6505355
105,0.0,0.65779537,0.5558782,0.006973439,0.1824303,0.25471807,1.0,73.7528,73.7528,1.530979,1.7464991,4.848031,0.055193864,0.6930437,0.24914049,0.002621967,0.9650016,72.47842,71.71801,1.3872463,1.3808933,64.4713,71.498344,1.738094,0.8283444,9.997697,0.0057220375,0.04536799,0.015287258,0.25122356,383.2039,20.127632,0.18434002,3.8744583,7.6640778,12.100273,0.63370353
106,1.0,2.6546516,0.5354312,0.17165984,0.13868774,0.15422122,0.99999994,67.83721,67.83721,1.7658341,3.4734085,9.322317,0.11166694,0.6811066,0.20722646,0.0,0.7999586,69.832756,64.32018,1.217348,2.600403,65.50548,67.91552,1.8613503,0.73745817,6.731017,0.0046285684,0.036698263,0.0069395294,0.9778904,385.5602,21.024935,0.12384703,3.5618474,7.711204,11.969123,0.6443373
107,1.0,1.747122,0.2373669,0.17586425,0.11891686,0.467852,1.0,68.08071,68.08071,1.3069624,1.5211818,13.838967,0.1397078,0.7013879,0.15890431,0.0,0.6480516,69.83114,60.132988,1.294159,3.9527767,73.359245,68.18731,1.6433316,0.4988511,3.7140515,0.0027342464,0.021678861,0.0062212953,0.9594516,384.3993,17.583042,0.105666794,5.4005213,7.687986,11.741918,0.6548185
108,0.0,0.9045012,0.3180807,0.016023483,0.039857622,0.6260382,1.0,55.51281,55.51281,1.5537046,1.4443339,7.4807158,0.13112621,0.79932654,0.06954725,0.0,0.51712173,59.598778,45.941795,1.2568288,2.5592086,75.84242,61.47805,2.1686256,0.27808246,2.9103985,0.0028681292,0.022740372,0.005906876,1.5211225,374.19574,31.21362,0.08220068,8.696971,7.483915,11.757976,0.6388591
109,1.0,0.67465544,0.7663711,0.06944215,0.16418675,0.0,0.77676874,67.37261,61.75918,1.3381811,2.5318606,12.498108,0.1229873,0.65616286,0.22084984,0.0,0.91770464,71.37826,69.539696,1.414426,3.3578231,70.30796,70.606865,1.3407382,0.81540704,8.278582,0.004681992,0.037121836,0.013185853,-0.12329613,390.38458,15.086255,0.13929199,3.0073786,7.8076916,11.97553,0.651934
110,1.0,2.936,0.49464422,0.1455242,0.069095716,0.29073587,1.0,62.128136,62.128136,2.2989376,3.5542095,14.190762,0.13399808,0.67723817,0.18876377,0.0,0.71478814,66.399315,59.286736,1.0641639,3.8772354,77.696175,66.15551,1.775997,0.6455813,5.0469284,0.004928416,0.03907565,0.0036147516,1.4264077,383.08508,26.72469,0.10087414,4.374763,7.6617017,12.005086,0.63838476
111,1.0,1.3065432,0.34226233,0.09860175,0.06957984,0.48955607,0.99999946,66.66149,66.66146,2.0152779,1.2445077,20.455008,0.10657399,0.69294673,0.20047925,0.0,0.9610717,71.05514,70.26455,1.6132814,2.3649328,79.72263,67.73061,2.5024052,0.67820966,7.290767,0.0061405515,0.048686236,0.012363615,0.5247499,372.15506,30.94052,0.44368112,9.142732,18.607754,29.271427,0.6358136
112,0.0,5.2253084,0.36182386,0.10054541,0.033994418,0.5036363,1.0000007,55.213158,55.213158,2.4072287,2.1789806,8.8312645,0.04276009,0.8327714,0.12446851,9.574733E-12,0.8745292,59.66012,56.408104,1.3237822,1.2367488,94.40161,60.4862,1.4600401,0.4768223,3.8543353,0.004446116,0.035251662,0.007054285,3.5910146,345.7257,52.060078,0.43492904,17.101795,17.286285,29.068197,0.5963884
113,1.0,3.7230046,0.5032659,0.16887394,0.05606174,0.27179837,0.9999998,52.312492,52.312492,1.855802,2.2921333,14.744118,0.101675384,0.7985744,0.099750236,0.0,0.9060292,60.28469,57.913048,1.8566366,1.9150966,78.39156,61.97268,1.535007,0.5485696,5.225039,0.0038983033,0.030908251,0.010309732,1.4710166,361.44693,41.499954,0.38838938,13.418189,18.072346,29.002493,0.6233853
114,0.0,2.4011638,0.43201846,0.012687071,0.040473733,0.5148207,1.000001,58.026604,58.026634,2.226286,1.7591729,12.18706,0.080404826,0.8045005,0.11509463,9.422543E-11,0.900017,63.263115,61.164635,1.8604251,1.5994685,89.83989,63.66082,2.6479988,0.44712394,4.588476,0.0051799375,0.041069873,0.012310064,1.9107517,361.9591,38.51706,0.42983052,15.593863,18.097956,29.156212,0.6208781
115,0.0,2.4558184,0.46558526,0.0038667175,0.046152867,0.48439515,1.0000008,59.67626,59.67626,2.2157161,1.9016988,15.496165,0.10053946,0.7650921,0.13434762,2.082553E-5,0.85873216,64.31652,61.197746,1.4926741,1.9748076,85.47842,64.70641,1.6053765,0.4397255,3.7794676,0.004974744,0.039442964,0.009611016,2.2741067,360.89294,39.161655,0.34928057,15.415514,18.044647,29.131601,0.6252761
116,0.0,2.1659296,0.24150114,0.14043093,0.08071033,0.5373576,1.0000008,66.17861,66.17864,1.5608,1.2729585,8.380258,0.04033892,0.74426633,0.21539477,0.0,0.9078442,69.5906,67.07357,1.2584811,1.2530435,84.54727,68.79064,1.4305342,0.43790513,4.220762,0.0036061641,0.028591985,0.008449925,2.1397567,347.85687,41.947094,0.5263227,16.351772,17.392843,28.967453,0.6065001
117,0.0,2.3922696,0.41730776,0.005019043,0.06725487,0.51041836,1.0000007,63.466515,63.466545,1.7483058,1.656855,24.501507,0.12726212,0.72802657,0.14471133,0.0,0.93401766,67.61071,65.93859,1.9080921,2.8758023,79.58607,67.303185,2.359642,0.6704226,7.4618816,0.0058183833,0.04613188,0.016322032,1.2385648,374.91183,29.8814,0.3766384,9.196383,18.745592,29.232786,0.63994193
118,0.0,4.2918944,0.21901834,0.15891853,0.052453104,0.56961,1.0000007,66.60552,66.60555,2.2665446,1.4249991,13.399249,0.09694408,0.7830331,0.12002284,0.0,0.82202834,70.70016,65.895134,2.0611372,1.8730884,79.12529,69.43978,2.1602318,0.407312,3.879771,0.005519041,0.0437585,0.013364631,3.0088472,369.0863,26.98367,0.30686963,15.018342,18.454315,29.196884,0.63391674
119,0.0,4.182589,0.6969006,0.048619274,0.11713109,0.13734905,0.99999964,62.824852,62.824852,1.7487682,4.4088173,22.590927,0.12862206,0.75278354,0.11859441,0.0,0.85202974,65.62606,62.17083,1.9267086,2.781085,91.847404,65.74349,2.0055985,0.7662704,7.914977,0.005671004,0.04496336,0.016409721,1.9716207,375.36633,30.927687,0.32181078,8.36435,18.768316,29.21511,0.64213234
120,1.0,0.31380397,0.7876669,0.04352032,0.12548767,0.043325085,1.0,61.566093,61.566093,1.6505225,1.3309743,25.300154,0.12106433,0.69249326,0.1864424,0.0,0.8374455,76.432,72.25671,1.9097306,2.8999724,89.18543,74.05529,2.582496,0.6891575,5.9765186,0.0059018983,0.04679404,0.01952365,-0.19090436,381.27103,19.418076,0.3771805,8.971032,19.06355,29.242804,0.6518858
